FullName,Party,Constituency,Term
Damianidis Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Serres,4
Damianos Theodoros ,NEA DIMOKRATIA,Drama,4
Darivianakis Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,4
Daskalakis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Arcadia,4
Davidopoulos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Kozani,4
Dervenagas Athanasios ,NEA DIMOKRATIA,Trikala,4
Diamantidis Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,4
Dimas Stavros ,NEA DIMOKRATIA,Korinthia,4
Dimitrakopoulos Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,4
Drettakis Emmanouil ,KOMMOUNISTIKO KOMMA ELLADAS,Athens A,4
Drosogiannis Antonios ,PA.SO.K. (Panhellenic Socialist Movement),Fthiotida,4
Efstratiadis Agamemnon ,NEA DIMOKRATIA,Larissa,4
Evmoiridis Konstantinos ,NEA DIMOKRATIA,Drama,4
Faikoglou Amet ,PA.SO.K. (Panhellenic Socialist Movement),Xanthi,4
Farakos Grigorios ,KOMMOUNISTIKO KOMMA ELLADAS,Athens A,4
Filippidis Argyrios ,NEA DIMOKRATIA,Magnesia,4
Filippopoulos Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Messinia,4
Florakis Ηarilaos ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,4
Floros Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,4
Fotiou Christos ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,4
Fotopoulos Christos ,NEA DIMOKRATIA,Aitoloαkarnania,4
Fountas Paraskevas ,PA.SO.K. (Panhellenic Socialist Movement),Lakonia,4
Fragkos Dimitrios ,NEA DIMOKRATIA,Of Attica (rest),4
Galenianos Michail ,NEA DIMOKRATIA,Iraklio,4
Gatsos Theofilos ,NEA DIMOKRATIA,Pella,4
Gennimatas Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Messinia,4
Georgakopoulos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,4
Georgiadis Theodoros ,NEA DIMOKRATIA,Ioannina,4
Giannopoulos Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Giatrakos Konstantinos ,NEA DIMOKRATIA,Lakonia,4
Gikonoglou Moschos ,PA.SO.K. (Panhellenic Socialist Movement),Imathia,4
Gkelestathis Nikolaos ,NEA DIMOKRATIA,Fokida,4
Gkikas Sotirios ,NEA DIMOKRATIA,Corfu,4
Gklinavos Eleftherios ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,4
Gkougkourelas Konstantinos ,NEA DIMOKRATIA,Pieria,4
Glavinas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,4
Intzes Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Serres,4
Kaklamanaki - Rigou Stavroula (Roula) ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,4
Kaklamanis Apostolos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Kalantzakos Aristeidis ,NEA DIMOKRATIA,Messinia,4
Kalogiannis Eleftherios ,NEA DIMOKRATIA,Ioannina,4
Kalogirou Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Viotia,4
Kaloudis Nikolaos ,KOMMOUNISTIKO KOMMA ELLADAS,Piraeus B,4
Kaloudis Spyridon ,PA.SO.K. (Panhellenic Socialist Movement),Corfu,4
Kalteziotis Nikolaos ,NEA DIMOKRATIA,Arcadia,4
Kampagiannis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Trikala,4
Kanavakis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,4
Kanellopoulos Athanasios ,NEA DIMOKRATIA,Ileia,4
Kapouralos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,4
Kappos Konstantinos ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,4
Karamanlis Achillefs Georgiou,NEA DIMOKRATIA,Serres,4
Karampatsas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,4
Karatzas Charis ,NEA DIMOKRATIA,Chania,4
Karras Anastasios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,4
Kastanidis Charalampos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,4
Katiniotis Spyridon - Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Preveza,4
Katrivanos Ilias ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Katsaros Nikos ,NEA DIMOKRATIA,Larissa,4
Katsaros Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Karditsa,4
Katsifaras Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,4
Katsigiannis Christos ,NEA DIMOKRATIA,Of Attica (rest),4
Katsimpardis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Viotia,4
Kavaratzis Ioannis ,NEA DIMOKRATIA,Evros,4
Kazaklaris Christos ,PA.SO.K. (Panhellenic Socialist Movement),Pieria,4
Kechagioglou Stefanos ,PA.SO.K. (Panhellenic Socialist Movement),Pella,4
Kedikoglou Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Evia,4
Kefalidis Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Drama,4
Kefalogiannis Emmanouil ,NEA DIMOKRATIA,Iraklio,4
Kefalogiannis Ioannis ,NEA DIMOKRATIA,Rethymno,4
Kiosklis Eleftherios ,PA.SO.K. (Panhellenic Socialist Movement),Lesvos,4
Kleitos Nikolaos ,NEA DIMOKRATIA,Serres,4
Koliousis Achillefs ,PA.SO.K. (Panhellenic Socialist Movement),Thesprotia,4
Konstantinidis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Grevena,4
Konstantinou Floros ,PA.SO.K. (Panhellenic Socialist Movement),Drama,4
Kontogiannopoulos Vasileios ,NEA DIMOKRATIA,Ileia,4
Kontopodis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Lasithi,4
Korakas Efstratios ,KOMMOUNISTIKO KOMMA ELLADAS,Lesvos,4
Koronaios Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),State,4
Koskinas Christos ,NEA DIMOKRATIA,Thessaloniki B,4
Kostakis Nikolaos ,NEA DIMOKRATIA,Aitoloαkarnania,4
Kouloumpis Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,4
Koulouris Kimon ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Koutras Panagiotis ,NEA DIMOKRATIA,Thessaloniki B,4
Koutsikas Foivos ,PA.SO.K. (Panhellenic Socialist Movement),Messinia,4
Koutsogiannis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Argolida,4
Koutsogiorgas Agamemnon ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,4
Koutsompinas Thomas ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,4
Kratsas Apostolos ,NEA DIMOKRATIA,Athens B,4
Krikelis Anastasios ,NEA DIMOKRATIA,Grevena,4
Krikos Athanasios ,NEA DIMOKRATIA,Athens B,4
Kritikos Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,4
Ktenas Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Lefkada,4
Kypriotaki - Perraki Maria ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,4
Kyratsous Merkourios ,PA.SO.K. (Panhellenic Socialist Movement),Kozani,4
Lampraki Eirini ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Levogiannis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Cyclades,4
Liarokapis Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Arta,4
Livanos Dionysios ,NEA DIMOKRATIA,Aitoloαkarnania,4
Loulis Themistoklis ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,4
Magkakis Georgios - Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Malevitis Ilias ,NEA DIMOKRATIA,Achaia,4
Manos Stefanos ,NEA DIMOKRATIA,Athens A,4
Manousakis Diakos ,NEA DIMOKRATIA,Pella,4
Mantzoris Vasileios ,NEA DIMOKRATIA,Arcadia,4
Marinakis Miltiadis ,NEA DIMOKRATIA,Piraeus A,4
Marinidis Stavros ,PA.SO.K. (Panhellenic Socialist Movement),Kilkis,4
Marketos Spyridon ,NEA DIMOKRATIA,Athens A,4
Markopoulos Christos ,PA.SO.K. (Panhellenic Socialist Movement),State,4
Maroudas Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Zakynthos,4
Matragkas Iraklis ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,4
Mavrodoglou Diamantis ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,4
Mavros Georgios ,PA.SO.K. (Panhellenic Socialist Movement),State,4
Merkouri Amalia - Maria (Melina) ,PA.SO.K. (Panhellenic Socialist Movement),State,4
Michelogiannis Iosif ,PA.SO.K. (Panhellenic Socialist Movement),Chania,4
Misailidis Georgios ,NEA DIMOKRATIA,Chios,4
Mitsotakis Konstantinos ,NEA DIMOKRATIA,Thessaloniki A,4
Moraitis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,4
Mouftioglou Mechmet ,NEA DIMOKRATIA,Rodopi,4
Moutzouridis Georgios ,NEA DIMOKRATIA,Argolida,4
Nasis Konstantinos ,INDEPENDENT,State,4
Natsinas Markos ,PA.SO.K. (Panhellenic Socialist Movement),Kozani,4
Nianias Dimitrios ,NEA DIMOKRATIA,Lesvos,4
Ntegiannis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,4
Ntentidakis Antonios ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,4
Oikonomou Christos ,PA.SO.K. (Panhellenic Socialist Movement),Trikala,4
Pagkalos Theodoros ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),4
Pagoropoulos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Palaiokrassas Ioannis ,NEA DIMOKRATIA,Cyclades,4
Pallas Dimitrios ,NEA DIMOKRATIA,Piraeus B,4
Panagiotidis Ioannis ,NEA DIMOKRATIA,Serres,4
Panagiotopoulos Georgios ,NEA DIMOKRATIA,Kavala,4
Panagoulis Efstathios (Stathis) ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,4
Panourgias Panourgias ,NEA DIMOKRATIA,Fthiotida,4
Papadimitriou Dimos ,PA.SO.K. (Panhellenic Socialist Movement),Pella,4
Papadimitriou Eleftherios ,NEA DIMOKRATIA,Arta,4
Papadimitriou Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,4
Papadongonas Alexandros ,NEA DIMOKRATIA,Athens A,4
Papadonikolakis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,4
Papadopoulos Anastasios ,PA.SO.K. (Panhellenic Socialist Movement),Serres,4
Papadopoulos Dimosthenis ,PA.SO.K. (Panhellenic Socialist Movement),Kilkis,4
Papadopoulos Ilias ,PA.SO.K. (Panhellenic Socialist Movement),Kavala,4
Papadopoulos Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Evros,4
Papadopoulos Spyros ,NEA DIMOKRATIA,Kavala,4
Papadopoulos Theodoros ,NEA DIMOKRATIA,Serres,4
Papageorgopoulos Panagiotis (Takis) ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,4
Papageorgopoulos Vasileios ,NEA DIMOKRATIA,Thessaloniki A,4
Papagiannis Michail ,NEA DIMOKRATIA,Of Attica (rest),4
Papagiannis Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Imathia,4
Papailias Ilias ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),4
Papaioannou Miltiadis ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Papakonstantinou Michalis ,NEA DIMOKRATIA,Kozani,4
Papaligouras Anastasios - Petros Panagioti,NEA DIMOKRATIA,Korinthia,4
Papandreou Andreas ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,4
Papandreou Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,4
Papantoniou Ioannis (Giannos) ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,4
Papapolitis Sotirios ,NEA DIMOKRATIA,Piraeus A,4
Paparrigopoulos Konstantinos ,NEA DIMOKRATIA,Athens B,4
Papastefanakis Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,4
Papastratis Orestis ,PA.SO.K. (Panhellenic Socialist Movement),Evia,4
Papathemelis Stylianos - Angelos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,4
Papoulias Karolos ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,4
Pappas Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Magnesia,4
Pavlidis Aristotelis ,NEA DIMOKRATIA,Dodecanese Islands,4
Pentaris Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,4
Peponis Anastasios ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,4
Perakis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Rethymno,4
Pesmazoglou Ioannis ,NEA DIMOKRATIA,Athens B,4
Petouris Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),4
Petralia - Palli Fani Epameinonda,NEA DIMOKRATIA,Athens B,4
Petralias Avgerinos ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,4
Petridis Ioannis ,NEA DIMOKRATIA,Pieria,4
Petsalnikos Philippos ,PA.SO.K. (Panhellenic Socialist Movement),Kastoria,4
Petsos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Pella,4
Pitsioris Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Magnesia,4
Polydoras Vyron ,NEA DIMOKRATIA,Athens B,4
Pottakis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Korinthia,4
Printzos Konstantinos ,NEA DIMOKRATIA,Magnesia,4
Protopapas Charalampos ,NEA DIMOKRATIA,State,4
Psaroudakis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),State,4
Rallis Georgios ,NEA DIMOKRATIA,Athens A,4
Rallis Spyridon ,PA.SO.K. (Panhellenic Socialist Movement),Corfu,4
Rizogiannis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Korinthia,4
Sachinis Dimitrios ,KOMMOUNISTIKO KOMMA ELLADAS,Thessaloniki A,4
Salamalikis Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,4
Samaras Antonios ,NEA DIMOKRATIA,Messinia,4
Sapountzis Dimitrios - Taxiarchis ,PA.SO.K. (Panhellenic Socialist Movement),Evia,4
Sarantitis Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,4
Sarlis Pavlos ,NEA DIMOKRATIA,Piraeus A,4
Sechiotis Anastasios ,PA.SO.K. (Panhellenic Socialist Movement),Arcadia,4
Serpanos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,4
Sfendonis Ioannis ,NEA DIMOKRATIA,Thessaloniki A,4
Sfyriou Kosmas ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,4
Simaioforidis Konstantinos ,NEA DIMOKRATIA,Kastoria,4
Simitis Kostas Georgiou,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,4
Sioufas Dimitrios ,NEA DIMOKRATIA,Karditsa,4
Skoulakis Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Chania,4
Skoularikis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,4
Skyllakos Antonios ,KOMMOUNISTIKO KOMMA ELLADAS,Larissa,4
Solomos Grigorios ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,4
Sotiropoulos Vasileios ,NEA DIMOKRATIA,Argolida,4
Souflias Georgios ,NEA DIMOKRATIA,Larissa,4
Sourlas Georgios Ioanni,NEA DIMOKRATIA,Magnesia,4
Spanos Ioannis ,NEA DIMOKRATIA,Evia,4
Staikos Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Fthiotida,4
Stamatis Dimitrios ,NEA DIMOKRATIA,Thessaloniki A,4
Stamatopoulos Charalampos ,PA.SO.K. (Panhellenic Socialist Movement),Evros,4
Stathis Theodoros ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,4
Stathopoulos Ioannis ,NEA DIMOKRATIA,Lakonia,4
Stathopoulos Vaios ,NEA DIMOKRATIA,Athens A,4
Stefanidis Michail ,PA.SO.K. (Panhellenic Socialist Movement),Evia,4
Stefanidis Pavlos ,PA.SO.K. (Panhellenic Socialist Movement),Florina,4
Stefanopoulos Konstantinos ,NEA DIMOKRATIA,Achaia,4
Stratigis Efstratios (Stratis) ,NEA DIMOKRATIA,State,4
Taliadouros Athanasios ,NEA DIMOKRATIA,Karditsa,4
Terzopoulos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Pieria,4
Theocharidis Dimosthenis ,NEA DIMOKRATIA,Florina,4
Tritsis Antonios ,PA.SO.K. (Panhellenic Socialist Movement),Kefallonia,4
Tsaklidis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Kavala,4
Tsaldaris Athanasios Konstantinou,NEA DIMOKRATIA,Athens B,4
Tsalouchidis Ioannis ,NEA DIMOKRATIA,Thessaloniki A,4
Tsaparas Stefanos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,4
Tsigaridas Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Evrytania,4
Tsiouplakis Konstantinos ,NEA DIMOKRATIA,Halkidiki,4
Tsiplakos Aristeidis ,NEA DIMOKRATIA,Viotia,4
Tsochatzopoulos Apostolos - Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,4
Tsouderou Virginia ,NEA DIMOKRATIA,State,4
Tsovolas Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Arta,4
Tzannetakis Tzannis ,NEA DIMOKRATIA,Athens A,4
Tzitzikostas Georgios ,NEA DIMOKRATIA,Thessaloniki B,4
Tzoumakas Stefanos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Vagiatis Ioannis ,NEA DIMOKRATIA,Kozani,4
Valtadoros Angelos ,NEA DIMOKRATIA,Imathia,4
Valvis or Katsipis Petros ,PA.SO.K. (Panhellenic Socialist Movement),Cyclades,4
Valyrakis Ioan. Iosif ,PA.SO.K. (Panhellenic Socialist Movement),Chania,4
Varkaris Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Chios,4
Varvitsiotis Ioannis ,NEA DIMOKRATIA,Athens B,4
Vasileiadis Ioannis ,NEA DIMOKRATIA,State,4
Vathis Michail ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),4
Veryvakis Eleftherios ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Vezdrevanis Ilias ,NEA DIMOKRATIA,Thesprotia,4
Vlachothanasis Angelis ,NEA DIMOKRATIA,Evia,4
Voloudakis Georgios ,NEA DIMOKRATIA,Athens B,4
Voudouris Dimitrios ,NEA DIMOKRATIA,Thessaloniki A,4
Vougiouklakis Ilias ,NEA DIMOKRATIA,Piraeus B,4
Vounatsos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Lesvos,4
Vourdoumpas Georgios ,NEA DIMOKRATIA,Viotia,4
Vradelis Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Rodopi,4
Vrettakos Dimitrios ,NEA DIMOKRATIA,Athens B,4
Xanthopoulos Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Halkidiki,4
Xarchas Athanasios ,NEA DIMOKRATIA,Fthiotida,4
Zaimis Andreas ,NEA DIMOKRATIA,Achaia,4
Zakolikos Pafsanias ,PA.SO.K. (Panhellenic Socialist Movement),Magnesia,4
Zervos Kleanthis ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,4
Ziagkas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Trikala,4
Zigdis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,4
Adamopoulos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,5
Adraktas Panagiotis ,NEA DIMOKRATIA,Athens B,5
Akrita Sylva - Kaiti ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,5
Akritidis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,5
Akrivakis Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Viotia,5
Alampanos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Fthiotida,5
Alevras Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),State,5
Anagnostopoulos Nikolaos ,NEA DIMOKRATIA,Athens A,5
Anagnostopoulos Theodoros ,NEA DIMOKRATIA,Karditsa,5
Andreoulakos Apostolos ,NEA DIMOKRATIA,Athens B,5
Andrianopoulos Andreas ,NEA DIMOKRATIA,Piraeus A,5
Androulakis Dimitrios (Mimis) ,Coalition of the Left and Progress,Piraeus A,5
Angelopoulos Nikolaos ,NEA DIMOKRATIA,Athens A,5
Anthopoulos Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Serres,5
Argyropoulos Nikolaos ,NEA DIMOKRATIA,Fthiotida,5
Arseni Maria ,PA.SO.K. (Panhellenic Socialist Movement),Pieria,5
Arvanitis Fotios ,PA.SO.K. (Panhellenic Socialist Movement),Fokida,5
Asimakopoulos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),State,5
Astrakos Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,5
Averof - Tositsas Evangelos ,NEA DIMOKRATIA,State,5
Averof Ioannis ,NEA DIMOKRATIA,Ioannina,5
Avgerinidis Nikolaos ,NEA DIMOKRATIA,Kilkis,5
Bantouvas Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,5
Basiakos Evangelos ,NEA DIMOKRATIA,Viotia,5
Bechrakis Dionysios ,NEA DIMOKRATIA,Athens B,5
Beis Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,5
Bekiris Vasileios ,NEA DIMOKRATIA,Achaia,5
Benaki - Psarouda Anna Evangelou,NEA DIMOKRATIA,Athens A,5
Birdimiris Georgios ,PA.SO.K. (Panhellenic Socialist Movement),State,5
Bitsanis Ilias ,Coalition of the Left and Progress,Messinia,5
Bougas Georgios ,NEA DIMOKRATIA,Piraeus B,5
Bouloukos Aristodimos ,NEA DIMOKRATIA,Messinia,5
Bourdara Kalliopi (Kelly) ,NEA DIMOKRATIA,Athens B,5
Brakatsoulas Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Karditsa,5
Bratakos Angelos ,NEA DIMOKRATIA,State,5
Charalampopoulos Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,5
Charalampous Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,5
Chatzidimitriou Traianos ,Coalition of the Left and Progress,Pella,5
Chatzigakis Sotirios ,NEA DIMOKRATIA,Trikala,5
Chatzinikolaou Panagiotis ,NEA DIMOKRATIA,Evros,5
Chrysochoidis Michail ,PA.SO.K. (Panhellenic Socialist Movement),Imathia,5
Damanaki Maria Theodorou,Coalition of the Left and Progress,Athens B,5
Damianidis Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Serres,5
Damianos Theodoros ,NEA DIMOKRATIA,Drama,5
Darivianakis Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,5
Delimitsos Panagiotis ,NEA DIMOKRATIA,Aitoloαkarnania,5
Deloukas Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,5
Diamantis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,5
Dimas Stavros ,NEA DIMOKRATIA,Korinthia,5
Dimitrakopoulos Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,5
Dimopoulos Dimitrios ,NEA DIMOKRATIA,Lesvos,5
Dimoschakis Theofanis ,NEA DIMOKRATIA,Evros,5
Dimosthenopoulos Dimosthenis ,PA.SO.K. (Panhellenic Socialist Movement),Kavala,5
Dragasakis Ioannis ,Coalition of the Left and Progress,Chania,5
Drettakis Emmanouil ,Coalition of the Left and Progress,Athens A,5
Drosogiannis Antonios ,PA.SO.K. (Panhellenic Socialist Movement),Fthiotida,5
Drys Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Corfu,5
Efstratiadis Agamemnon ,NEA DIMOKRATIA,Larissa,5
Evert Miltiadis ,NEA DIMOKRATIA,Athens A,5
Evmoiridis Konstantinos ,NEA DIMOKRATIA,Drama,5
Exadaktylos Andreas ,NEA DIMOKRATIA,Thessaloniki B,5
Farakos Grigorios ,Coalition of the Left and Progress,Athens A,5
Farmakis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,5
Filippopoulos Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Messinia,5
Florakis Ηarilaos ,Coalition of the Left and Progress,Athens B,5
Floros Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,5
Fotiadis Apostolos ,PA.SO.K. (Panhellenic Socialist Movement),Evros,5
Fotopoulos Christos ,NEA DIMOKRATIA,Aitoloαkarnania,5
Fountas Paraskevas ,PA.SO.K. (Panhellenic Socialist Movement),Lakonia,5
Fountoukidou - Theodoridou Parthena ,NEA DIMOKRATIA,Pella,5
Fragkos Dimitrios ,NEA DIMOKRATIA,Of Attica (rest),5
Galanos Nikolaos ,Coalition of the Left and Progress,Piraeus B,5
Geitonas Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,5
Gennimatas Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,5
Georgiadis Theodoros ,NEA DIMOKRATIA,Ioannina,5
Geranidis Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,5
Gerontopoulos Kyriakos ,NEA DIMOKRATIA,Evros,5
Giannaros Grigorios ,Coalition of the Left and Progress,Athens B,5
Giannopoulos Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,5
Giatrakos Konstantinos ,NEA DIMOKRATIA,Lakonia,5
Gikonoglou Moschos ,PA.SO.K. (Panhellenic Socialist Movement),Imathia,5
Giotas Efstathios ,Coalition of the Left and Progress,State,5
Giovanoudas Varsamis ,NEA DIMOKRATIA,Halkidiki,5
Gkelestathis Nikolaos ,NEA DIMOKRATIA,Fokida,5
Gkikas Sotirios ,NEA DIMOKRATIA,Corfu,5
Glavinas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,5
Ioannidis Foivos ,PA.SO.K. (Panhellenic Socialist Movement),Lasithi,5
Kakkalos Nikolaos ,NEA DIMOKRATIA,Pieria,5
Kaklamanis Apostolos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,5
Kalantzakos Aristeidis ,NEA DIMOKRATIA,Messinia,5
Kaldi Meropi ,NEA DIMOKRATIA,Preveza,5
Kalles Nikolaos ,NEA DIMOKRATIA,Magnesia,5
Kalos Georgios ,NEA DIMOKRATIA,Piraeus A,5
Kaloudis Nikolaos ,Coalition of the Left and Progress,Piraeus B,5
Kaloudis Spyridon ,PA.SO.K. (Panhellenic Socialist Movement),Corfu,5
Kanellopoulos Athanasios ,NEA DIMOKRATIA,Ileia,5
Kapachtsis Georgios ,NEA DIMOKRATIA,Kastoria,5
Kappos Konstantinos ,Coalition of the Left and Progress,Athens B,5
Karagkounis Andreas ,NEA DIMOKRATIA,Aitoloαkarnania,5
Karamanlis Achillefs Georgiou,NEA DIMOKRATIA,Serres,5
