"","...1","location_name","res_date","res_price","res_price_sqr","res_sqr","construction_year","levels","bedrooms","bathrooms","deleted","deleted_at","status","energyclass","auto_heating","solar","cooling","safe_door","gas","fireplace","furniture","student","parking"
"868",1002,"Kallithea",2022-02-01,80000,1143,70,1960,"1st",2,1,1,2022-04-08,"Excellent","E",1,0,0,1,1,0,0,0,NA
"869",1003,"Kallithea",2022-04-08,87000,1176,74,1975,"2nd",2,1,0,NA,"Good","D",1,0,0,0,0,0,0,1,NA
"870",1004,"Kallithea",2022-05-22,68000,1360,50,1970,"Ground",1,1,1,2022-05-25,"Good","Pending",0,0,0,1,0,0,0,1,NA
"871",1005,"Kallithea",2022-04-12,145000,1362,107,1970,"1st",2,1,1,2022-06-10,"Good","E",1,0,0,0,0,1,0,0,NA
"872",1006,"Kallithea",2022-05-03,110000,2200,50,1985,"3rd",1,1,1,2022-06-10,"Excellent","E",0,0,1,1,0,0,1,0,NA
"873",1008,"Kallithea",2022-04-14,320000,3299,97,2020,"4th",2,2,1,2022-04-16,"Newly built","B+",1,0,1,0,1,0,0,0,"Κλειστό parking"
"874",1009,"Kallithea",2022-05-20,370000,3458,107,2022,"1st",3,1,1,2022-06-08,"Under construction","A",0,0,0,1,0,1,0,0,NA
"875",1010,"Kallithea",2022-05-06,72000,2000,36,2003,"5th",1,1,1,2022-06-10,"Good","Pending",0,0,0,0,0,0,0,0,NA
"876",1011,"Kallithea",2022-05-09,155000,1615,96,1976,"2nd",2,1,1,2022-05-12,"Good","Pending",0,0,0,0,0,0,0,1,NA
"877",1012,"Kallithea",2022-04-02,140000,1647,85,1980,"2nd",2,1,1,2022-04-08,"Renovated","E",0,0,0,0,0,0,0,0,NA
"878",1013,"Kallithea",2022-02-02,73000,1460,50,1969,"1st",1,1,1,2022-03-17,"Renovated","E",1,0,0,1,0,0,0,0,NA
"879",1014,"Kallithea",2022-06-04,85000,1545,55,1965,"3rd",1,1,1,2022-06-07,"Renovated","D",0,0,0,0,0,0,1,0,NA
"880",1015,"Kallithea",2022-05-19,50000,2778,18,1983,"5th",1,1,1,2022-05-26,"Needs renovation","G",0,0,0,0,0,0,0,0,NA
"881",1016,"Kallithea",2022-05-11,144000,3429,42,2005,"5th",1,1,1,2022-05-17,"Good","D",0,0,0,1,0,0,0,0,NA
"882",1017,"Kallithea",2021-11-12,90000,1915,47,1970,"Ground",1,1,1,2022-06-10,"Renovated","E",0,0,0,0,0,0,0,0,NA
"883",1019,"Kallithea",2022-04-16,210000,2188,96,2008,"1st",3,1,1,2022-04-17,"Excellent","B+",1,1,0,1,0,1,0,0,NA
"884",1020,"Kallithea",2022-02-10,102000,1063,96,1960,"Ground",2,1,1,2022-06-07,"Other","Pending",1,0,0,0,0,0,0,0,NA
"885",1021,"Kallithea",2022-05-22,53000,1656,32,1974,"Other",1,1,1,2022-06-02,"Renovated","E",0,0,1,1,0,0,0,1,NA
"886",1022,"Kallithea",2022-03-08,165000,1875,88,1978,"6th",2,1,1,2022-03-18,"Good","D",0,1,0,0,0,0,0,0,NA
"887",1023,"Kallithea",2022-05-31,40000,1429,28,1968,"Semibasement",1,1,0,NA,"Renovated","Pending",0,0,1,0,0,0,1,1,NA
"888",1024,"Kallithea",2022-05-16,165000,1793,92,1972,"2nd",2,1,1,2022-05-17,"Good","E",0,0,0,0,0,0,0,0,NA
"889",1025,"Kallithea",2022-05-03,62000,1292,48,1970,"Ground",1,1,0,NA,"Renovated","E",0,1,0,0,0,0,0,0,NA
"890",1026,"Kallithea",2022-03-08,150000,1364,110,1986,"3rd",3,1,1,2022-03-18,NA,"G",0,0,0,1,0,0,0,0,NA
"891",1028,"Kallithea",2022-04-05,169900,2023,84,1984,"2nd",2,1,0,NA,"Good","E",1,0,0,0,1,0,0,0,NA
"892",1029,"Kallithea",2022-05-08,180000,3000,60,1972,"1st",2,1,1,2022-05-16,"Renovated","A",0,1,1,1,0,0,0,0,NA
"893",1030,"Kallithea",2021-12-13,95000,2021,47,1970,"Ground",NA,1,1,2022-03-21,"Renovated","G",1,0,1,1,0,0,1,0,NA
"894",1031,"Kallithea",2022-04-07,380000,2923,130,2000,"4th",3,1,1,2022-04-12,"Good","B",1,1,1,1,1,1,0,0,NA
"895",1032,"Kallithea",2022-04-20,265000,3046,87,2005,"7th",NA,1,1,2022-05-07,NA,"D",0,0,1,0,0,0,0,0,"Κλειστό parking"
"896",1033,"Kallithea",2022-05-20,310000,3563,87,2005,"6th",2,1,1,2022-06-10,"Good","B",0,1,0,1,0,1,0,0,NA
"897",1034,"Kallithea",2021-04-09,120000,1935,62,1964,"1st",2,1,1,2022-05-26,"Excellent","C",0,1,1,1,0,0,0,0,NA
"898",1035,"Kallithea",2020-02-25,1e+05,1961,51,1966,"3rd",1,1,1,2022-05-21,"Good","G",0,0,0,0,0,0,0,0,NA
"899",1038,"Kallithea",2022-05-10,185000,3426,54,2022,"3rd",1,1,1,2022-05-25,"Under construction","A",0,0,0,1,0,0,0,0,NA
"900",1039,"Kallithea",2022-05-17,110000,2157,51,1975,"1st",2,1,1,2022-05-26,"Renovated","G",0,0,1,1,0,0,1,0,NA
"901",1041,"Kallithea",2022-03-21,4e+05,3960,101,2009,"6th",2,1,1,2022-03-23,"Other","B",1,0,0,1,1,1,0,0,NA
"902",1042,"Kallithea",2022-06-03,430000,3071,140,2010,"4th",3,2,1,2022-06-07,"Newly built","C",0,1,1,1,0,1,0,0,"Υπόγειο parking"
"903",1046,"Kallithea",2022-05-30,230000,2300,100,2000,"1st",3,1,1,2022-06-08,"Newly built","B",0,0,1,1,0,0,0,0,"Parking πιλωτής"
"904",1047,"Kallithea",2022-06-02,390000,2786,140,2010,"3rd",3,2,1,2022-06-07,"Good","B",0,1,1,1,0,1,0,0,NA
"905",1049,"Kallithea",2022-03-14,310000,3163,98,2011,"4th",3,1,1,2022-03-17,"Newly built","C",0,0,0,1,1,1,0,0,"Υπόγειο parking"
"906",1050,"Kallithea",2022-01-24,330000,3300,100,1970,"3rd",2,1,1,2022-06-10,"Excellent","G",1,0,0,1,1,0,0,0,NA
"907",1051,"Kallithea",2020-04-08,55000,1447,38,1963,"Other",1,1,1,2022-05-12,"Needs renovation","C",0,0,0,0,0,0,0,0,NA
"908",1052,"Kallithea",2020-07-17,168000,3360,50,1970,"3rd",1,1,1,2022-03-17,"Renovated","Pending",1,0,0,1,0,0,1,0,NA
"909",1053,"Kallithea",2021-05-20,430000,3386,127,2021,"6th",2,1,1,2022-03-21,"Newly built","A",1,1,0,1,1,1,0,0,"Κλειστό parking"
"910",1054,"Kallithea",2021-12-22,67000,1000,67,1975,"Ground",2,1,1,2022-05-07,"Excellent","G",1,0,0,0,0,0,0,0,NA
"911",1055,"Kallithea",2021-03-22,135000,1144,118,1972,"4th",3,1,1,2022-03-18,"Good","G",1,1,0,1,0,0,0,0,NA
"912",1056,"Kallithea",2022-05-22,420000,3471,121,2021,"6th",3,1,1,2022-05-30,"Under construction","A",0,0,0,1,0,1,0,0,NA
"913",1057,"Kallithea",2022-06-06,360000,3364,107,2022,"5th",3,1,1,2022-06-10,"Under construction","A",0,0,0,1,0,1,0,0,NA
"914",1058,"Kallithea",2022-04-05,2e+05,1493,134,1980,"2nd",3,1,0,NA,"Good","E",1,0,1,0,1,0,0,0,"Υπόγειο parking"
"915",1059,"Kallithea",2022-04-15,160000,3019,52,2021,"3rd",1,1,1,2022-06-02,NA,"Non effective",1,1,0,0,0,0,0,0,NA
"916",1060,"Kallithea",2022-02-18,5e+05,4132,121,2021,"7th",3,NA,1,2022-06-10,"Under construction","A",1,0,0,0,1,0,0,0,NA
"917",1061,"Kallithea",2022-05-20,185000,2313,80,2009,"1st",2,1,1,2022-05-26,"Newly built","C",0,1,0,1,0,0,0,0,NA
"918",1062,"Kallithea",2022-05-13,55000,948,58,1969,"Basement",1,1,1,2022-05-19,"Needs renovation","F",0,0,0,0,0,0,0,0,NA
"919",1063,"Kallithea",2022-05-26,119000,2204,54,1990,"4th",1,1,1,2022-05-27,"Good","Pending",1,0,0,1,1,0,1,0,NA
"920",1064,"Kallithea",2022-06-02,160000,1739,92,1972,"2nd",2,1,1,2022-06-07,NA,"F",0,0,0,1,0,0,0,0,NA
"921",1065,"Kallithea",2022-05-19,250000,2500,100,1995,"3rd",2,1,1,2022-05-26,"Excellent","F",0,0,0,0,0,0,0,0,NA
"922",1068,"Kallithea",2021-05-18,6e+05,4380,137,2021,"6th",3,2,1,2022-03-24,"Under construction","Non effective",1,0,0,1,0,0,0,0,NA
"923",1069,"Kallithea",2022-04-14,59000,1180,50,1972,"Ground",2,1,1,2022-04-16,"Good","Pending",1,0,0,0,0,0,0,0,NA
"924",1070,"Kallithea",2022-04-18,190000,2043,93,1990,"1st",3,1,1,2022-04-20,NA,"Non effective",1,0,0,1,1,0,0,0,NA
"925",1072,"Kallithea",2022-05-08,250000,2500,100,1980,"5th",3,1,1,2022-05-16,"Good","Pending",0,0,0,1,0,0,0,0,NA
"926",1073,"Kallithea",2021-10-19,79000,1197,66,1966,"3rd",1,1,1,2022-05-25,NA,"G",1,0,0,0,0,0,0,1,NA
"927",1074,"Kallithea",2022-02-28,169000,3756,45,2005,"7th",1,1,1,2022-03-23,"Other","D",1,0,0,1,0,0,0,0,NA
"928",1075,"Kallithea",2021-06-02,210000,2838,74,1972,"3rd",2,1,0,NA,"Renovated","Pending",1,0,1,1,0,1,0,0,NA
"929",1077,"Kallithea",2021-06-02,120000,2182,55,2005,"1st",1,1,1,2022-06-10,"Good","Pending",1,0,0,1,1,0,0,0,NA
"930",1078,"Kallithea",2022-04-08,120000,1875,64,NA,"3rd",2,1,1,2022-06-08,"Renovated",NA,1,1,1,1,0,0,0,0,NA
"931",1079,"Kallithea",2021-10-12,175000,1667,105,1973,"4th",2,1,1,2022-03-17,"Renovated","C",1,0,1,0,0,0,0,0,NA
"932",1080,"Kallithea",2022-03-08,83000,1153,72,1970,"Ground",2,1,1,2022-03-17,"Good","F",0,0,0,0,0,0,0,0,NA
"933",1081,"Kallithea",2022-05-24,75000,2143,35,1969,"Ground",1,1,1,2022-05-26,"Good","G",0,0,1,0,0,0,1,0,NA
"934",1082,"Kallithea",2022-04-14,180000,2222,81,2002,"1st",2,1,1,2022-04-15,"Newly built","C",1,0,1,1,1,0,0,0,NA
"935",1083,"Kallithea",2022-05-27,550000,4264,129,2022,"Other",3,2,0,NA,"Newly built","A+",1,1,1,1,0,1,0,0,NA
"936",1084,"Kallithea",2022-04-07,310000,3605,86,2021,"5th",2,1,0,NA,"Not finished",NA,1,0,1,1,0,0,0,0,NA
"937",1085,"Kallithea",2022-04-08,159000,1104,144,1986,"4th",2,1,1,2022-05-25,"Excellent","F",1,1,1,0,0,1,0,0,NA
"938",1086,"Kallithea",2020-11-30,210000,1533,137,1964,"3rd",3,1,0,NA,"Good","D",0,0,0,0,0,0,0,0,NA
"939",1088,"Kallithea",2022-05-31,170000,1717,99,1968,"5th",3,1,0,NA,"Good","Pending",0,0,1,0,0,0,0,0,NA
"940",1089,"Kallithea",2022-05-04,170000,1789,95,1965,"Ground",2,1,1,2022-05-12,"Good","C",0,0,0,1,0,0,0,0,NA
"941",1090,"Kallithea",2021-07-23,220000,2157,102,1975,"3rd",2,1,1,2022-04-12,"Good","F",1,1,0,0,0,0,0,0,NA
"942",1091,"Kallithea",2022-05-20,410000,3280,125,2022,"7th",3,1,1,2022-05-25,"Under construction","A",0,0,0,1,0,1,0,0,NA
"943",1092,"Kallithea",2020-06-24,85000,924,92,1970,"Ground",NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,1,NA
"944",1093,"Kallithea",2022-04-21,240000,2424,99,1967,"1st",2,2,1,2022-05-07,"Renovated","Pending",0,0,1,1,0,0,0,0,NA
"945",1094,"Kallithea",2022-06-02,430000,2774,155,2010,"4th",3,2,0,NA,"Good","B",0,1,1,1,0,1,0,0,NA
"946",1095,"Kallithea",2022-03-14,450000,3435,131,2022,"6th",3,1,1,2022-03-17,"Under construction","A",1,0,0,1,0,1,0,0,NA
"947",1096,"Kallithea",2022-04-03,380000,2452,155,1980,"2nd",3,1,1,2022-04-17,"Renovated","D",1,0,0,0,1,0,0,0,NA
"948",1097,"Kallithea",2022-03-02,220000,3667,60,2009,"3rd",2,1,1,2022-06-07,"Good","D",1,0,0,0,1,0,0,0,NA
"949",1098,"Kallithea",2022-05-06,60000,1154,52,1979,"Semibasement",1,1,1,2022-05-25,"Renovated","F",0,0,0,0,0,0,0,0,NA
"950",1100,"Kallithea",2022-04-17,150000,1531,98,1973,"5th",2,1,1,2022-04-26,"Good","F",1,0,0,0,0,1,0,0,NA
"951",1102,"Kallithea",2022-05-29,5e+05,3759,133,2022,"5th",4,2,0,NA,"Under construction","A",1,0,0,1,0,0,0,0,NA
"952",1103,"Kallithea",2021-03-29,153000,3326,46,2005,"5th",1,1,1,2022-06-10,NA,NA,1,0,1,1,0,0,0,1,NA
"953",1104,"Kallithea",2022-04-03,280000,3500,80,2022,"2nd",2,1,1,2022-04-14,"Under construction","A",1,0,0,1,0,1,0,0,NA
"954",1105,"Kallithea",2022-05-11,310000,3407,91,2022,"5th",2,2,1,2022-05-12,"Under construction","Pending",0,0,0,0,0,0,0,0,"Κλειστό parking"
"955",1106,"Kallithea",2019-12-05,135000,1286,105,1982,"1st",2,NA,0,NA,"Excellent","D",1,0,0,1,0,0,0,0,NA
"956",1107,"Kallithea",2022-05-22,129000,1433,90,1973,"1st",3,1,1,2022-06-02,"Good","E",0,1,1,1,0,0,0,0,NA
"957",1108,"Kallithea",2022-03-14,170000,2237,76,1999,"3rd",2,1,1,2022-03-31,"Excellent","B",1,0,0,1,0,0,0,0,NA
"958",1109,"Kallithea",2020-12-10,250000,2174,115,1991,"6th",3,1,1,2022-06-10,"Good","B",1,0,0,1,1,0,0,0,"Parking πιλωτής"
"959",1110,"Kallithea",2022-04-16,2e+05,2041,98,1980,"1st",2,1,1,2022-05-07,"Excellent","D",1,1,0,0,0,0,0,0,NA
"960",1111,"Kallithea",2022-03-23,175000,1636,107,1986,"3rd",3,1,1,2022-03-23,"Excellent","F",1,0,1,1,0,0,0,0,NA
"961",1112,"Kallithea",2021-11-16,170000,1932,88,1988,"4th",2,1,1,2022-05-07,"Excellent","F",1,1,1,1,0,0,0,0,NA
"962",1113,"Kallithea",2022-06-05,135000,2700,50,1985,"5th",1,1,0,NA,NA,"Excemption",0,0,1,0,0,0,0,0,NA
"963",1114,"Kallithea",2022-05-09,130000,2549,51,1975,"2nd",1,1,1,2022-05-24,"Renovated","G",0,0,0,0,0,0,0,1,NA
"964",1115,"Kallithea",2022-06-06,69500,1390,50,1965,"Other",1,1,0,NA,NA,"B",0,0,0,0,0,0,1,0,NA
"965",1116,"Kallithea",2021-11-25,320000,3077,104,2001,"5th",3,1,1,2022-03-23,"Excellent","C",1,0,0,0,1,0,0,0,NA
"966",1118,"Kallithea",2022-02-16,160000,1778,90,1982,"5th",2,1,1,2022-03-29,"Other","G",1,0,0,1,0,0,0,0,NA
"967",1119,"Kallithea",2022-06-01,80000,1739,46,1960,"3rd",1,1,0,NA,"Good","F",0,0,0,1,0,0,0,1,NA
"968",1120,"Kallithea",2019-05-28,65000,1413,46,1970,"Ground",1,1,1,2022-04-26,"Other","Pending",1,0,0,0,0,0,0,0,NA
"969",1121,"Kallithea",2022-05-18,93000,2514,37,NA,"3rd",1,1,1,2022-05-21,"Good","B+",0,1,1,0,0,0,0,0,NA
"970",1123,"Kallithea",2022-05-29,4e+05,3738,107,2020,"7th",3,1,1,2022-06-10,"Newly built","B+",1,0,0,1,0,1,0,0,NA
"971",1124,"Kallithea",2021-12-15,310000,2897,107,2021,"3rd",3,2,1,2022-06-10,"Newly built","B+",1,1,1,1,1,1,0,0,NA
"972",1126,"Kallithea",2022-06-01,180000,2400,75,1978,"3rd",2,1,1,2022-06-02,"Good","B",0,0,0,1,0,0,0,0,NA
"973",1127,"Kallithea",2021-06-05,91000,1444,63,1978,"Ground",1,1,1,2022-03-21,"Renovated","D",1,0,1,1,0,0,0,0,NA
"974",1128,"Kallithea",2022-02-01,240000,2308,104,1972,"4th",2,1,1,2022-03-17,"Excellent","G",1,0,1,1,0,0,0,0,NA
"975",1129,"Kallithea",2022-04-14,220000,2095,105,1986,"3rd",3,1,1,2022-04-15,"Good","D",1,0,0,1,0,0,0,0,NA
"976",1130,"Kallithea",2022-01-25,250000,2273,110,2005,"2nd",2,1,1,2022-04-15,"Excellent","C",1,0,1,1,1,0,0,0,NA
"977",1132,"Kallithea",2022-04-15,58000,1115,52,1968,"3rd",1,1,1,2022-06-10,"Good","F",0,0,1,0,0,0,0,1,NA
"978",1133,"Kallithea",2022-05-05,92000,2300,40,2004,"1st",1,1,1,2022-05-14,"Excellent","D",0,0,0,0,0,0,0,0,NA
"979",1134,"Kallithea",2022-05-30,42000,1500,28,NA,"Semibasement",NA,1,0,NA,"Renovated","Pending",0,0,0,0,0,0,1,0,NA
"980",1135,"Kallithea",2022-04-07,350000,4268,82,2007,"2nd",2,1,1,2022-04-15,"Excellent","B",1,1,0,0,1,0,0,0,NA
"981",1136,"Kallithea",2022-05-24,80000,1860,43,1966,"1st",1,1,0,NA,"Good","G",0,0,0,0,0,0,0,1,NA
"982",1137,"Kallithea",2022-04-27,85000,1545,55,1980,"2nd",1,1,1,2022-05-10,"Good","G",0,0,0,0,0,0,0,0,NA
"983",1138,"Kallithea",2019-08-19,63000,1086,58,1965,"1st",1,1,1,2022-04-02,"Good","G",0,0,0,0,0,0,0,0,NA
"984",1139,"Kallithea",2022-05-22,143000,2043,70,1975,"Other",2,1,1,2022-06-02,"Renovated","E",0,1,0,1,0,0,0,1,NA
"985",1140,"Kallithea",2022-03-26,49000,1324,37,1999,"Semibasement",1,NA,1,2022-04-01,"Good","F",0,0,0,0,0,0,0,0,NA
"986",1141,"Kallithea",2022-01-24,170000,2576,66,2007,"1st",2,1,1,2022-04-05,"Excellent","B",1,1,1,1,0,0,0,0,NA
"987",1142,"Kallithea",2022-05-10,62000,2000,31,1971,"4th",1,1,1,2022-05-19,"Good","Pending",0,0,0,0,0,0,0,0,NA
"988",1143,"Kallithea",2022-03-16,320000,2991,107,2019,"4th",3,NA,1,2022-06-10,"Under construction","A",0,0,0,0,0,0,0,0,NA
"989",1144,"Kallithea",2022-06-01,550000,5670,97,1964,"5th",4,2,1,2022-06-02,"Good","D",0,0,0,1,0,0,1,0,NA
"990",1145,"Kallithea",2022-05-16,1e+05,1852,54,1965,"3rd",1,1,1,2022-05-25,"Good","E",0,1,1,1,0,0,0,0,NA
"991",1146,"Kallithea",2022-05-16,45000,1286,35,1970,"Semibasement",1,1,1,2022-05-25,"Good","E",0,0,1,1,0,0,0,1,NA
"992",1147,"Kallithea",2022-04-08,370000,3364,110,2021,"2nd",3,1,1,2022-04-09,"Excellent","B+",1,1,0,0,1,1,0,0,NA
"993",1148,"Kallithea",2022-02-21,165000,1746,95,1980,"3rd",2,1,1,2022-03-18,"Renovated","Pending",1,0,0,1,0,0,0,0,NA
"994",1149,"Kallithea",2022-04-12,136000,3238,42,2005,"3rd",1,1,1,2022-05-08,"Good","D",1,0,0,0,0,0,0,0,NA
"995",1150,"Kallithea",2022-05-27,280000,3011,93,2022,"5th",3,1,1,2022-06-10,"Under construction","A",1,1,0,1,0,0,0,0,"Υπόγειο parking"
"996",1151,"Kallithea",2019-12-10,75000,1172,64,1968,"1st",2,NA,1,2022-05-03,"Excellent","F",1,0,1,0,0,0,0,0,NA
"997",1152,"Kallithea",2022-05-26,120000,1714,70,1972,"1st",2,1,1,2022-05-27,"Renovated","F",0,0,0,0,0,0,0,0,NA
"998",1153,"Kallithea",2022-03-01,85000,1635,52,1968,"3rd",1,1,0,NA,"Renovated","B+",1,0,1,1,1,0,0,0,NA
"999",1155,"Kallithea",2022-05-07,120000,1644,73,1973,"1st",2,1,1,2022-05-15,"Renovated","F",0,0,0,1,0,0,0,0,NA
"1000",1157,"Kallithea",2021-12-02,85000,1181,72,2004,"Ground",1,1,1,2022-06-02,NA,NA,0,0,1,1,0,0,0,1,NA
"1001",1158,"Kallithea",2022-04-30,180000,2250,80,1995,"1st",2,1,1,2022-05-07,"Newly built","C",0,0,0,0,0,0,0,0,NA
"1002",1159,"Kallithea",2021-12-12,350000,4167,84,2021,"7th",2,1,1,2022-06-10,"Renovated","B+",1,1,0,1,1,1,0,0,"Υπόγειο parking"
"1003",1160,"Kallithea",2021-12-22,650000,4815,135,2021,"2nd",3,2,1,2022-06-10,"Newly built","A+",1,1,1,1,1,1,0,0,NA
